t_s,calib_sys,calib_gyro,calib_accel,calib_mag,heading,roll,pitch,ax,ay,az
13.070,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13.176,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13.281,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13.386,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13.491,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13.596,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13.701,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13.806,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13.911,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.121,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.226,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.331,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.436,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.541,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.646,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.751,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.855,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14.961,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.065,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.171,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.276,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.381,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.485,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.591,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.696,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.800,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15.906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.011,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.115,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.221,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.326,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.431,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.641,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.746,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.851,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16.955,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.061,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.166,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.270,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.376,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.481,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.586,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.690,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.795,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17.901,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.111,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.216,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.320,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.425,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.530,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.636,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.741,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.846,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18.951,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.056,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.160,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.265,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.370,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.475,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.581,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.686,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.791,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19.896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.105,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.210,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.315,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.421,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.526,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.631,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.735,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.840,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20.945,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.050,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.155,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.260,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.365,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.470,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.575,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.680,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.785,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.890,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21.995,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.101,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.205,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.310,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.415,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.520,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.625,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.730,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.835,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22.940,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.045,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.150,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.255,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.360,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.465,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.570,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.675,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.780,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.886,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23.990,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.095,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.200,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.305,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.410,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.515,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.621,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.726,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.830,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24.935,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.040,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.145,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.250,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.355,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.460,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.565,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.670,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.775,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.880,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25.985,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.090,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.195,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.300,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.405,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.510,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.615,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.720,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.825,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26.930,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.035,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.140,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.245,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.350,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.455,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.560,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.665,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.770,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.875,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27.980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.085,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.190,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.295,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.400,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.505,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.610,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.715,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.820,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28.925,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.135,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.240,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.345,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.450,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.555,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.660,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.765,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.870,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29.975,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
30.080,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
